"Step","Historylen4 - Episode_Reward/payload_2_target","Historylen4 - Episode_Reward/payload_2_target__MIN","Historylen4 - Episode_Reward/payload_2_target__MAX"
"67","-0.3010258078575134","-0.3010258078575134","-0.3010258078575134"
"69","-0.2803535461425781","-0.2803535461425781","-0.2803535461425781"
"72","-0.3682379126548767","-0.3682379126548767","-0.3682379126548767"
"74","-0.2851584851741791","-0.2851584851741791","-0.2851584851741791"
"76","-0.3322765827178955","-0.3322765827178955","-0.3322765827178955"
"77","-0.353780597448349","-0.353780597448349","-0.353780597448349"
"78","-0.26523512601852417","-0.26523512601852417","-0.26523512601852417"
"79","-0.21712760627269745","-0.21712760627269745","-0.21712760627269745"
"81","-0.25117599964141846","-0.25117599964141846","-0.25117599964141846"
"83","-0.4128929078578949","-0.4128929078578949","-0.4128929078578949"
"84","-0.2675059735774994","-0.2675059735774994","-0.2675059735774994"
"86","-0.34552010893821716","-0.34552010893821716","-0.34552010893821716"
"88","-0.29062724113464355","-0.29062724113464355","-0.29062724113464355"
"92","-0.33231839537620544","-0.33231839537620544","-0.33231839537620544"
"96","-0.25882983207702637","-0.25882983207702637","-0.25882983207702637"
"97","-0.2360920011997223","-0.2360920011997223","-0.2360920011997223"
"99","-0.23737362027168274","-0.23737362027168274","-0.23737362027168274"
"103","-0.33284375071525574","-0.33284375071525574","-0.33284375071525574"
"105","-0.18458162248134613","-0.18458162248134613","-0.18458162248134613"
"106","-0.20791062712669373","-0.20791062712669373","-0.20791062712669373"
"107","-0.20372849702835083","-0.20372849702835083","-0.20372849702835083"
"108","-0.2854883670806885","-0.2854883670806885","-0.2854883670806885"
"109","-0.22945967316627502","-0.22945967316627502","-0.22945967316627502"
"111","-0.154617041349411","-0.154617041349411","-0.154617041349411"
"112","-0.17092809081077576","-0.17092809081077576","-0.17092809081077576"
"113","-0.16918770968914032","-0.16918770968914032","-0.16918770968914032"
"115","-0.1691122055053711","-0.1691122055053711","-0.1691122055053711"
"117","-0.12373556941747665","-0.12373556941747665","-0.12373556941747665"
"118","-0.14549288153648376","-0.14549288153648376","-0.14549288153648376"
"122","-0.10248908400535583","-0.10248908400535583","-0.10248908400535583"
"123","-0.0983598530292511","-0.0983598530292511","-0.0983598530292511"
"124","-0.1479509174823761","-0.1479509174823761","-0.1479509174823761"
"125","-0.09114714711904526","-0.09114714711904526","-0.09114714711904526"
"127","-0.12689650058746338","-0.12689650058746338","-0.12689650058746338"
"131","-0.0978144109249115","-0.0978144109249115","-0.0978144109249115"
"137","-0.09959970414638519","-0.09959970414638519","-0.09959970414638519"
"138","-0.08646231144666672","-0.08646231144666672","-0.08646231144666672"
"140","-0.06996041536331177","-0.06996041536331177","-0.06996041536331177"
"141","-0.15909703075885773","-0.15909703075885773","-0.15909703075885773"
"142","-0.08536417782306671","-0.08536417782306671","-0.08536417782306671"
"143","-0.09772831201553345","-0.09772831201553345","-0.09772831201553345"
"144","-0.09507658332586288","-0.09507658332586288","-0.09507658332586288"
"149","-0.0935586616396904","-0.0935586616396904","-0.0935586616396904"
"151","-0.13571277260780334","-0.13571277260780334","-0.13571277260780334"
"155","-0.1363910436630249","-0.1363910436630249","-0.1363910436630249"
"158","-0.11667513102293015","-0.11667513102293015","-0.11667513102293015"
"159","-0.1266849935054779","-0.1266849935054779","-0.1266849935054779"
"160","-0.11835183203220367","-0.11835183203220367","-0.11835183203220367"
"165","-0.15924620628356934","-0.15924620628356934","-0.15924620628356934"
"173","-0.169759601354599","-0.169759601354599","-0.169759601354599"
"174","-0.14261525869369507","-0.14261525869369507","-0.14261525869369507"
"178","-0.22132675349712372","-0.22132675349712372","-0.22132675349712372"
"179","-0.20178326964378357","-0.20178326964378357","-0.20178326964378357"
"183","-0.21922394633293152","-0.21922394633293152","-0.21922394633293152"
"187","-0.19592700898647308","-0.19592700898647308","-0.19592700898647308"
"188","-0.29117679595947266","-0.29117679595947266","-0.29117679595947266"
"189","-0.2456674873828888","-0.2456674873828888","-0.2456674873828888"
"190","-0.22079740464687347","-0.22079740464687347","-0.22079740464687347"
"192","-0.2977783977985382","-0.2977783977985382","-0.2977783977985382"
"195","-0.20372429490089417","-0.20372429490089417","-0.20372429490089417"
"196","-0.26769304275512695","-0.26769304275512695","-0.26769304275512695"
"199","-0.2464616894721985","-0.2464616894721985","-0.2464616894721985"
"202","-0.2535661458969116","-0.2535661458969116","-0.2535661458969116"
"203","-0.3216938376426697","-0.3216938376426697","-0.3216938376426697"
"207","-0.2716972529888153","-0.2716972529888153","-0.2716972529888153"
"208","-0.23757247626781464","-0.23757247626781464","-0.23757247626781464"
"211","-0.2567605674266815","-0.2567605674266815","-0.2567605674266815"
"213","-0.23857969045639038","-0.23857969045639038","-0.23857969045639038"
"214","-0.21300286054611206","-0.21300286054611206","-0.21300286054611206"
"215","-0.2616211771965027","-0.2616211771965027","-0.2616211771965027"
"217","-0.2581382095813751","-0.2581382095813751","-0.2581382095813751"
"219","-0.22481587529182434","-0.22481587529182434","-0.22481587529182434"
"220","-0.15377365052700043","-0.15377365052700043","-0.15377365052700043"
"222","-0.08636196702718735","-0.08636196702718735","-0.08636196702718735"
"224","-0.2183377593755722","-0.2183377593755722","-0.2183377593755722"
"225","-0.21413683891296387","-0.21413683891296387","-0.21413683891296387"
"226","-0.12729190289974213","-0.12729190289974213","-0.12729190289974213"
"228","-0.1624917834997177","-0.1624917834997177","-0.1624917834997177"
"230","-0.1378265619277954","-0.1378265619277954","-0.1378265619277954"
"231","0.0781027302145958","0.0781027302145958","0.0781027302145958"
"233","0.02755296789109707","0.02755296789109707","0.02755296789109707"
"234","-0.005671089049428701","-0.005671089049428701","-0.005671089049428701"
"235","0.06599735468626022","0.06599735468626022","0.06599735468626022"
"237","0.06387348473072052","0.06387348473072052","0.06387348473072052"
"238","-0.06973661482334137","-0.06973661482334137","-0.06973661482334137"
"241","0.08998404443264008","0.08998404443264008","0.08998404443264008"
"242","0.07109224051237106","0.07109224051237106","0.07109224051237106"
"245","0.022645657882094383","0.022645657882094383","0.022645657882094383"
"246","0.06076114624738693","0.06076114624738693","0.06076114624738693"
"249","0.04085945710539818","0.04085945710539818","0.04085945710539818"
"250","-0.052275799214839935","-0.052275799214839935","-0.052275799214839935"
"251","-0.061982057988643646","-0.061982057988643646","-0.061982057988643646"
"252","0.0012570023536682129","0.0012570023536682129","0.0012570023536682129"
"253","0.18570372462272644","0.18570372462272644","0.18570372462272644"
"254","-0.017119642347097397","-0.017119642347097397","-0.017119642347097397"
"258","0.029192760586738586","0.029192760586738586","0.029192760586738586"
"261","0.1913936585187912","0.1913936585187912","0.1913936585187912"
"262","0.0263519287109375","0.0263519287109375","0.0263519287109375"
"264","0.2073805183172226","0.2073805183172226","0.2073805183172226"
"265","-0.04482819885015488","-0.04482819885015488","-0.04482819885015488"
"266","-0.06076674163341522","-0.06076674163341522","-0.06076674163341522"
"268","0.06457076966762543","0.06457076966762543","0.06457076966762543"
"269","0.09914769977331161","0.09914769977331161","0.09914769977331161"
"270","0.026471521705389023","0.026471521705389023","0.026471521705389023"
"271","0.029163336381316185","0.029163336381316185","0.029163336381316185"
"272","-0.012127506546676159","-0.012127506546676159","-0.012127506546676159"
"273","-0.06799479573965073","-0.06799479573965073","-0.06799479573965073"
"275","-0.00164790207054466","-0.00164790207054466","-0.00164790207054466"
"276","-0.05826549977064133","-0.05826549977064133","-0.05826549977064133"
"280","-0.08298619091510773","-0.08298619091510773","-0.08298619091510773"
"284","-0.10402922332286835","-0.10402922332286835","-0.10402922332286835"
"286","-0.0731247141957283","-0.0731247141957283","-0.0731247141957283"
"288","-0.015008749440312386","-0.015008749440312386","-0.015008749440312386"
"290","-0.09568601846694946","-0.09568601846694946","-0.09568601846694946"
"291","-0.06316396594047546","-0.06316396594047546","-0.06316396594047546"
"295","-0.11192765086889267","-0.11192765086889267","-0.11192765086889267"
"296","-0.08374150842428207","-0.08374150842428207","-0.08374150842428207"
"298","-0.1314219832420349","-0.1314219832420349","-0.1314219832420349"
"299","-0.06471183896064758","-0.06471183896064758","-0.06471183896064758"
"301","-0.11258169263601303","-0.11258169263601303","-0.11258169263601303"
"304","-0.1060679480433464","-0.1060679480433464","-0.1060679480433464"
"307","-0.09082770347595215","-0.09082770347595215","-0.09082770347595215"
"310","0.016663052141666412","0.016663052141666412","0.016663052141666412"
"311","0.07981400936841965","0.07981400936841965","0.07981400936841965"
"314","-0.04727883264422417","-0.04727883264422417","-0.04727883264422417"
"315","-0.03726132959127426","-0.03726132959127426","-0.03726132959127426"
"316","0.05388297885656357","0.05388297885656357","0.05388297885656357"
"319","0.020804107189178467","0.020804107189178467","0.020804107189178467"
"323","0.12296614050865173","0.12296614050865173","0.12296614050865173"
"324","0.04456073045730591","0.04456073045730591","0.04456073045730591"
"326","0.009593682363629341","0.009593682363629341","0.009593682363629341"
"327","0.04966675490140915","0.04966675490140915","0.04966675490140915"
"333","0.12759505212306976","0.12759505212306976","0.12759505212306976"
"335","0.10297003388404846","0.10297003388404846","0.10297003388404846"
"341","0.06214013323187828","0.06214013323187828","0.06214013323187828"
"342","0.1462438404560089","0.1462438404560089","0.1462438404560089"
"344","0.25832074880599976","0.25832074880599976","0.25832074880599976"
"346","0.15823008120059967","0.15823008120059967","0.15823008120059967"
"348","0.19002096354961395","0.19002096354961395","0.19002096354961395"
"349","0.35428541898727417","0.35428541898727417","0.35428541898727417"
"355","0.29062914848327637","0.29062914848327637","0.29062914848327637"
"356","0.2660257816314697","0.2660257816314697","0.2660257816314697"
"357","0.31897372007369995","0.31897372007369995","0.31897372007369995"
"358","0.1768912523984909","0.1768912523984909","0.1768912523984909"
"360","0.3031136095523834","0.3031136095523834","0.3031136095523834"
"361","0.2576523423194885","0.2576523423194885","0.2576523423194885"
"362","0.3315982222557068","0.3315982222557068","0.3315982222557068"
"365","0.3313443064689636","0.3313443064689636","0.3313443064689636"
"366","0.27541789412498474","0.27541789412498474","0.27541789412498474"
"369","0.2707861661911011","0.2707861661911011","0.2707861661911011"
"372","0.2638484835624695","0.2638484835624695","0.2638484835624695"
"373","0.3782246708869934","0.3782246708869934","0.3782246708869934"
"374","0.23847346007823944","0.23847346007823944","0.23847346007823944"
"376","0.3529866635799408","0.3529866635799408","0.3529866635799408"
"377","0.43109607696533203","0.43109607696533203","0.43109607696533203"
"383","0.3058285117149353","0.3058285117149353","0.3058285117149353"
"384","0.3579708933830261","0.3579708933830261","0.3579708933830261"
"385","0.48128461837768555","0.48128461837768555","0.48128461837768555"
"386","0.282035231590271","0.282035231590271","0.282035231590271"
"388","0.7125502824783325","0.7125502824783325","0.7125502824783325"
"389","0.421880841255188","0.421880841255188","0.421880841255188"
"391","0.3780357539653778","0.3780357539653778","0.3780357539653778"
"392","0.3293301463127136","0.3293301463127136","0.3293301463127136"
"393","0.4774624705314636","0.4774624705314636","0.4774624705314636"
"395","0.3964032530784607","0.3964032530784607","0.3964032530784607"
"397","0.5657039880752563","0.5657039880752563","0.5657039880752563"
"398","0.5591182708740234","0.5591182708740234","0.5591182708740234"
"399","0.2052413821220398","0.2052413821220398","0.2052413821220398"
"401","0.622946560382843","0.622946560382843","0.622946560382843"
"406","0.43878477811813354","0.43878477811813354","0.43878477811813354"
"410","0.579602062702179","0.579602062702179","0.579602062702179"
"411","0.7447764277458191","0.7447764277458191","0.7447764277458191"
"413","0.7011010050773621","0.7011010050773621","0.7011010050773621"
"417","0.7916752696037292","0.7916752696037292","0.7916752696037292"
"419","0.8483206033706665","0.8483206033706665","0.8483206033706665"
"423","0.5592970848083496","0.5592970848083496","0.5592970848083496"
"424","0.6928458213806152","0.6928458213806152","0.6928458213806152"
"425","0.7175776958465576","0.7175776958465576","0.7175776958465576"
"427","0.9149453639984131","0.9149453639984131","0.9149453639984131"
"428","1.1375017166137695","1.1375017166137695","1.1375017166137695"
"429","0.8335801362991333","0.8335801362991333","0.8335801362991333"
"431","0.8381319046020508","0.8381319046020508","0.8381319046020508"
"433","0.9649728536605835","0.9649728536605835","0.9649728536605835"
"434","0.7057740092277527","0.7057740092277527","0.7057740092277527"
"435","0.9806922674179077","0.9806922674179077","0.9806922674179077"
"438","0.9847118258476257","0.9847118258476257","0.9847118258476257"
"439","1.2846790552139282","1.2846790552139282","1.2846790552139282"
"440","1.090518593788147","1.090518593788147","1.090518593788147"
"441","1.0804646015167236","1.0804646015167236","1.0804646015167236"
"443","1.0202882289886475","1.0202882289886475","1.0202882289886475"
"446","1.0060415267944336","1.0060415267944336","1.0060415267944336"
"449","1.423039436340332","1.423039436340332","1.423039436340332"
"450","1.4470105171203613","1.4470105171203613","1.4470105171203613"
"451","1.3722686767578125","1.3722686767578125","1.3722686767578125"
"452","1.6248197555541992","1.6248197555541992","1.6248197555541992"
"453","1.5418529510498047","1.5418529510498047","1.5418529510498047"
"458","1.6714410781860352","1.6714410781860352","1.6714410781860352"
"459","1.33220636844635","1.33220636844635","1.33220636844635"
"462","1.8272037506103516","1.8272037506103516","1.8272037506103516"
"463","1.7235225439071655","1.7235225439071655","1.7235225439071655"
"464","2.1000266075134277","2.1000266075134277","2.1000266075134277"
"467","2.0799105167388916","2.0799105167388916","2.0799105167388916"
"468","2.0887248516082764","2.0887248516082764","2.0887248516082764"
"470","2.014800786972046","2.014800786972046","2.014800786972046"
"472","2.0100927352905273","2.0100927352905273","2.0100927352905273"
"476","1.907560110092163","1.907560110092163","1.907560110092163"
"478","2.351729393005371","2.351729393005371","2.351729393005371"
"479","3.240084171295166","3.240084171295166","3.240084171295166"
"482","2.7170112133026123","2.7170112133026123","2.7170112133026123"
"484","2.4766974449157715","2.4766974449157715","2.4766974449157715"
"485","2.7184414863586426","2.7184414863586426","2.7184414863586426"
"486","2.900479793548584","2.900479793548584","2.900479793548584"
"487","3.1767842769622803","3.1767842769622803","3.1767842769622803"
"488","3.1330738067626953","3.1330738067626953","3.1330738067626953"
"489","3.219693660736084","3.219693660736084","3.219693660736084"
"490","3.115682601928711","3.115682601928711","3.115682601928711"
"494","3.5611748695373535","3.5611748695373535","3.5611748695373535"
"496","3.329061508178711","3.329061508178711","3.329061508178711"
"498","3.548722743988037","3.548722743988037","3.548722743988037"
"499","3.596733808517456","3.596733808517456","3.596733808517456"
"502","3.84702730178833","3.84702730178833","3.84702730178833"
"503","3.5481250286102295","3.5481250286102295","3.5481250286102295"
"507","3.8432435989379883","3.8432435989379883","3.8432435989379883"
"508","3.9588427543640137","3.9588427543640137","3.9588427543640137"
"509","3.7224109172821045","3.7224109172821045","3.7224109172821045"
"510","3.8934714794158936","3.8934714794158936","3.8934714794158936"
"511","4.130740642547607","4.130740642547607","4.130740642547607"
"512","3.894314765930176","3.894314765930176","3.894314765930176"
"514","4.119329452514648","4.119329452514648","4.119329452514648"
"516","4.078744888305664","4.078744888305664","4.078744888305664"
"517","4.327813625335693","4.327813625335693","4.327813625335693"
"519","4.214803218841553","4.214803218841553","4.214803218841553"
"523","4.3376641273498535","4.3376641273498535","4.3376641273498535"
"526","4.583797454833984","4.583797454833984","4.583797454833984"
"528","4.940491676330566","4.940491676330566","4.940491676330566"
"529","4.892700672149658","4.892700672149658","4.892700672149658"
"530","5.057958126068115","5.057958126068115","5.057958126068115"
"533","4.5684332847595215","4.5684332847595215","4.5684332847595215"
"535","4.97689962387085","4.97689962387085","4.97689962387085"
"536","5.001317977905273","5.001317977905273","5.001317977905273"
"537","4.915736198425293","4.915736198425293","4.915736198425293"
"539","4.689208507537842","4.689208507537842","4.689208507537842"
"540","4.761349678039551","4.761349678039551","4.761349678039551"
"542","4.136554718017578","4.136554718017578","4.136554718017578"
"544","4.809252738952637","4.809252738952637","4.809252738952637"
"545","4.9745893478393555","4.9745893478393555","4.9745893478393555"
"547","4.602959632873535","4.602959632873535","4.602959632873535"
"554","5.154975891113281","5.154975891113281","5.154975891113281"
"555","4.820970058441162","4.820970058441162","4.820970058441162"
"556","5.354121208190918","5.354121208190918","5.354121208190918"
"557","5.0908002853393555","5.0908002853393555","5.0908002853393555"
"559","4.996918678283691","4.996918678283691","4.996918678283691"
"560","4.933596134185791","4.933596134185791","4.933596134185791"
"561","5.117625713348389","5.117625713348389","5.117625713348389"
"562","4.642748832702637","4.642748832702637","4.642748832702637"
"567","5.3073930740356445","5.3073930740356445","5.3073930740356445"
"569","5.284331321716309","5.284331321716309","5.284331321716309"
"572","4.966650009155273","4.966650009155273","4.966650009155273"
"574","5.659130096435547","5.659130096435547","5.659130096435547"
"576","5.19047737121582","5.19047737121582","5.19047737121582"
"577","5.634123802185059","5.634123802185059","5.634123802185059"
"578","5.4407958984375","5.4407958984375","5.4407958984375"
"579","5.504201412200928","5.504201412200928","5.504201412200928"
"581","5.439202785491943","5.439202785491943","5.439202785491943"
"582","5.2262396812438965","5.2262396812438965","5.2262396812438965"
"584","5.326850891113281","5.326850891113281","5.326850891113281"
"587","5.486602783203125","5.486602783203125","5.486602783203125"
"589","5.159969329833984","5.159969329833984","5.159969329833984"
"590","5.3349409103393555","5.3349409103393555","5.3349409103393555"
"594","5.345201015472412","5.345201015472412","5.345201015472412"
"598","5.282892227172852","5.282892227172852","5.282892227172852"
"600","5.2653913497924805","5.2653913497924805","5.2653913497924805"
"601","5.255563735961914","5.255563735961914","5.255563735961914"
"602","5.566171169281006","5.566171169281006","5.566171169281006"
"606","5.572286128997803","5.572286128997803","5.572286128997803"
"610","5.473567008972168","5.473567008972168","5.473567008972168"
"611","5.605090618133545","5.605090618133545","5.605090618133545"
"614","5.40889835357666","5.40889835357666","5.40889835357666"
"615","5.740781784057617","5.740781784057617","5.740781784057617"
"616","5.839364528656006","5.839364528656006","5.839364528656006"
"617","5.467243194580078","5.467243194580078","5.467243194580078"
"619","5.6543378829956055","5.6543378829956055","5.6543378829956055"
"620","5.582756042480469","5.582756042480469","5.582756042480469"
"621","5.926918983459473","5.926918983459473","5.926918983459473"
"622","5.282209396362305","5.282209396362305","5.282209396362305"
"625","5.481603622436523","5.481603622436523","5.481603622436523"
"627","5.247785568237305","5.247785568237305","5.247785568237305"
"629","4.922557830810547","4.922557830810547","4.922557830810547"
"631","5.128222942352295","5.128222942352295","5.128222942352295"
"633","5.264254570007324","5.264254570007324","5.264254570007324"
"636","5.436398983001709","5.436398983001709","5.436398983001709"
"637","5.252202987670898","5.252202987670898","5.252202987670898"
"641","5.707237243652344","5.707237243652344","5.707237243652344"
"642","5.724766731262207","5.724766731262207","5.724766731262207"
"644","5.321559906005859","5.321559906005859","5.321559906005859"
"646","5.138578414916992","5.138578414916992","5.138578414916992"
"647","5.925752639770508","5.925752639770508","5.925752639770508"
"648","5.507938385009766","5.507938385009766","5.507938385009766"
"655","5.432420253753662","5.432420253753662","5.432420253753662"
"656","5.6602301597595215","5.6602301597595215","5.6602301597595215"
"658","5.516310691833496","5.516310691833496","5.516310691833496"
"662","5.745394706726074","5.745394706726074","5.745394706726074"
"663","5.479465007781982","5.479465007781982","5.479465007781982"
"667","5.504357814788818","5.504357814788818","5.504357814788818"
"668","5.781691551208496","5.781691551208496","5.781691551208496"
"669","5.655508995056152","5.655508995056152","5.655508995056152"
"670","5.31783390045166","5.31783390045166","5.31783390045166"
"673","5.375119209289551","5.375119209289551","5.375119209289551"
"675","5.461181640625","5.461181640625","5.461181640625"
"676","5.740856170654297","5.740856170654297","5.740856170654297"
"677","5.659942626953125","5.659942626953125","5.659942626953125"
"679","5.6799116134643555","5.6799116134643555","5.6799116134643555"
"682","5.859654903411865","5.859654903411865","5.859654903411865"
"684","6.024893760681152","6.024893760681152","6.024893760681152"
"685","5.377364635467529","5.377364635467529","5.377364635467529"
"687","5.390023708343506","5.390023708343506","5.390023708343506"
"690","5.908631801605225","5.908631801605225","5.908631801605225"
"691","5.672826290130615","5.672826290130615","5.672826290130615"
"694","5.96029806137085","5.96029806137085","5.96029806137085"
"697","5.8493475914001465","5.8493475914001465","5.8493475914001465"
"698","6.189393043518066","6.189393043518066","6.189393043518066"
"699","5.666585922241211","5.666585922241211","5.666585922241211"
"701","5.543537139892578","5.543537139892578","5.543537139892578"
"702","6.085140228271484","6.085140228271484","6.085140228271484"
"703","5.855558395385742","5.855558395385742","5.855558395385742"
"704","5.345010757446289","5.345010757446289","5.345010757446289"
"709","5.93780517578125","5.93780517578125","5.93780517578125"
"710","5.8049211502075195","5.8049211502075195","5.8049211502075195"
"714","5.440737724304199","5.440737724304199","5.440737724304199"
"716","5.6783881187438965","5.6783881187438965","5.6783881187438965"
"719","5.76558780670166","5.76558780670166","5.76558780670166"
"721","6.149890899658203","6.149890899658203","6.149890899658203"
"722","5.883016586303711","5.883016586303711","5.883016586303711"
"723","6.055511474609375","6.055511474609375","6.055511474609375"
"725","6.598990440368652","6.598990440368652","6.598990440368652"
"729","6.430868148803711","6.430868148803711","6.430868148803711"
"730","6.280051231384277","6.280051231384277","6.280051231384277"
"731","5.983014106750488","5.983014106750488","5.983014106750488"
"732","6.28272819519043","6.28272819519043","6.28272819519043"
"735","5.951488494873047","5.951488494873047","5.951488494873047"
"740","6.538893699645996","6.538893699645996","6.538893699645996"
"742","6.307277679443359","6.307277679443359","6.307277679443359"
"744","6.135095119476318","6.135095119476318","6.135095119476318"
"746","6.3382673263549805","6.3382673263549805","6.3382673263549805"
"747","5.999215126037598","5.999215126037598","5.999215126037598"
"748","6.282081604003906","6.282081604003906","6.282081604003906"
"749","6.350737571716309","6.350737571716309","6.350737571716309"
"750","6.366536617279053","6.366536617279053","6.366536617279053"
"751","6.401634216308594","6.401634216308594","6.401634216308594"
"752","6.13098669052124","6.13098669052124","6.13098669052124"
"754","5.910525321960449","5.910525321960449","5.910525321960449"
"757","6.407806396484375","6.407806396484375","6.407806396484375"
"759","6.206601619720459","6.206601619720459","6.206601619720459"
"761","6.314243316650391","6.314243316650391","6.314243316650391"
"762","6.323112487792969","6.323112487792969","6.323112487792969"
"764","6.114794731140137","6.114794731140137","6.114794731140137"
"765","5.892181396484375","5.892181396484375","5.892181396484375"
"766","6.21798849105835","6.21798849105835","6.21798849105835"
"771","6.361440658569336","6.361440658569336","6.361440658569336"
"774","6.358785629272461","6.358785629272461","6.358785629272461"
"775","5.902313232421875","5.902313232421875","5.902313232421875"
"777","6.332273006439209","6.332273006439209","6.332273006439209"
"779","6.570281982421875","6.570281982421875","6.570281982421875"
"780","6.429109573364258","6.429109573364258","6.429109573364258"
"781","6.467427730560303","6.467427730560303","6.467427730560303"
"784","6.649664878845215","6.649664878845215","6.649664878845215"
"785","6.453124523162842","6.453124523162842","6.453124523162842"
"789","6.114254951477051","6.114254951477051","6.114254951477051"
"791","6.345900535583496","6.345900535583496","6.345900535583496"
"792","6.357234001159668","6.357234001159668","6.357234001159668"
"793","6.179186820983887","6.179186820983887","6.179186820983887"
"794","6.45772647857666","6.45772647857666","6.45772647857666"
"797","6.3985395431518555","6.3985395431518555","6.3985395431518555"
"798","6.439078330993652","6.439078330993652","6.439078330993652"
"800","6.544759273529053","6.544759273529053","6.544759273529053"
"802","6.4094977378845215","6.4094977378845215","6.4094977378845215"
"803","6.463780403137207","6.463780403137207","6.463780403137207"
"805","5.924100399017334","5.924100399017334","5.924100399017334"
"806","6.256272315979004","6.256272315979004","6.256272315979004"
"807","6.25518798828125","6.25518798828125","6.25518798828125"
"808","6.267816066741943","6.267816066741943","6.267816066741943"
"810","5.95765495300293","5.95765495300293","5.95765495300293"
"812","6.353959560394287","6.353959560394287","6.353959560394287"
"813","6.154400825500488","6.154400825500488","6.154400825500488"
"814","6.228632926940918","6.228632926940918","6.228632926940918"
"815","6.261160850524902","6.261160850524902","6.261160850524902"
"819","6.466547966003418","6.466547966003418","6.466547966003418"
"821","6.072316646575928","6.072316646575928","6.072316646575928"
"823","6.079653739929199","6.079653739929199","6.079653739929199"
"824","6.598453521728516","6.598453521728516","6.598453521728516"
"826","6.738236904144287","6.738236904144287","6.738236904144287"
"833","6.572202682495117","6.572202682495117","6.572202682495117"
"835","6.355750560760498","6.355750560760498","6.355750560760498"
"841","6.409843444824219","6.409843444824219","6.409843444824219"
"842","6.769143581390381","6.769143581390381","6.769143581390381"
"843","6.2067108154296875","6.2067108154296875","6.2067108154296875"
"847","6.438202857971191","6.438202857971191","6.438202857971191"
"848","6.803922176361084","6.803922176361084","6.803922176361084"
"849","6.413147926330566","6.413147926330566","6.413147926330566"
"850","6.425318717956543","6.425318717956543","6.425318717956543"
"851","6.544200420379639","6.544200420379639","6.544200420379639"
"855","6.254749298095703","6.254749298095703","6.254749298095703"
"857","6.662863731384277","6.662863731384277","6.662863731384277"
"860","6.556454658508301","6.556454658508301","6.556454658508301"
"865","6.283414363861084","6.283414363861084","6.283414363861084"
"866","6.881349086761475","6.881349086761475","6.881349086761475"
"867","6.639269828796387","6.639269828796387","6.639269828796387"
"869","6.351373195648193","6.351373195648193","6.351373195648193"
"871","6.855033874511719","6.855033874511719","6.855033874511719"
"873","6.653246879577637","6.653246879577637","6.653246879577637"
"875","6.776246547698975","6.776246547698975","6.776246547698975"
"876","6.7863898277282715","6.7863898277282715","6.7863898277282715"
"877","6.782557964324951","6.782557964324951","6.782557964324951"
"879","6.036998748779297","6.036998748779297","6.036998748779297"
